Data;Ano;Mês;Nome do Mês;Dia;Dia da Semana;Dia Útil;Semana;CW;Trimestre;Nome do Trimestre;Semestre;Nome do Semestre;Início do Mês;Mês/Ano;Mês/Ano Curto
1959-05-15;2059;5;Maio;15;Quinta-Feira;Dia Útil;20;20/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-16;2059;5;Maio;16;Sexta-Feira;Dia Útil;20;20/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-17;2059;5;Maio;17;Sábado;Final de Semana;20;20/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-18;2059;5;Maio;18;Domingo;Final de Semana;21;21/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-19;2059;5;Maio;19;Segunda-Feira;Dia Útil;21;21/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-20;2059;5;Maio;20;Terça-Feira;Dia Útil;21;21/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-21;2059;5;Maio;21;Quarta-Feira;Dia Útil;21;21/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-22;2059;5;Maio;22;Quinta-Feira;Dia Útil;21;21/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-23;2059;5;Maio;23;Sexta-Feira;Dia Útil;21;21/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-24;2059;5;Maio;24;Sábado;Final de Semana;21;21/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-25;2059;5;Maio;25;Domingo;Final de Semana;22;22/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-26;2059;5;Maio;26;Segunda-Feira;Dia Útil;22;22/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-27;2059;5;Maio;27;Terça-Feira;Dia Útil;22;22/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-28;2059;5;Maio;28;Quarta-Feira;Dia Útil;22;22/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-29;2059;5;Maio;29;Quinta-Feira;Dia Útil;22;22/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-30;2059;5;Maio;30;Sexta-Feira;Dia Útil;22;22/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-05-31;2059;5;Maio;31;Sábado;Final de Semana;22;22/59;2;Trim 2;1;Semestre 1;1959-05-01;mai/59;mai/59
1959-06-01;2059;6;Junho;1;Domingo;Final de Semana;23;23/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-02;2059;6;Junho;2;Segunda-Feira;Dia Útil;23;23/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-03;2059;6;Junho;3;Terça-Feira;Dia Útil;23;23/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-04;2059;6;Junho;4;Quarta-Feira;Dia Útil;23;23/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-05;2059;6;Junho;5;Quinta-Feira;Dia Útil;23;23/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-06;2059;6;Junho;6;Sexta-Feira;Dia Útil;23;23/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-07;2059;6;Junho;7;Sábado;Final de Semana;23;23/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-08;2059;6;Junho;8;Domingo;Final de Semana;24;24/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-09;2059;6;Junho;9;Segunda-Feira;Dia Útil;24;24/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-10;2059;6;Junho;10;Terça-Feira;Dia Útil;24;24/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-11;2059;6;Junho;11;Quarta-Feira;Dia Útil;24;24/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-12;2059;6;Junho;12;Quinta-Feira;Dia Útil;24;24/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-13;2059;6;Junho;13;Sexta-Feira;Dia Útil;24;24/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-14;2059;6;Junho;14;Sábado;Final de Semana;24;24/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-15;2059;6;Junho;15;Domingo;Final de Semana;25;25/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-16;2059;6;Junho;16;Segunda-Feira;Dia Útil;25;25/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-17;2059;6;Junho;17;Terça-Feira;Dia Útil;25;25/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-18;2059;6;Junho;18;Quarta-Feira;Dia Útil;25;25/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-19;2059;6;Junho;19;Quinta-Feira;Dia Útil;25;25/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-20;2059;6;Junho;20;Sexta-Feira;Dia Útil;25;25/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-21;2059;6;Junho;21;Sábado;Final de Semana;25;25/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-22;2059;6;Junho;22;Domingo;Final de Semana;26;26/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-23;2059;6;Junho;23;Segunda-Feira;Dia Útil;26;26/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-24;2059;6;Junho;24;Terça-Feira;Dia Útil;26;26/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-25;2059;6;Junho;25;Quarta-Feira;Dia Útil;26;26/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-26;2059;6;Junho;26;Quinta-Feira;Dia Útil;26;26/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-27;2059;6;Junho;27;Sexta-Feira;Dia Útil;26;26/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-28;2059;6;Junho;28;Sábado;Final de Semana;26;26/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-29;2059;6;Junho;29;Domingo;Final de Semana;27;27/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-06-30;2059;6;Junho;30;Segunda-Feira;Dia Útil;27;27/59;2;Trim 2;1;Semestre 1;1959-06-01;jun/59;jun/59
1959-07-01;2059;7;Julho;1;Terça-Feira;Dia Útil;27;27/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-02;2059;7;Julho;2;Quarta-Feira;Dia Útil;27;27/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-03;2059;7;Julho;3;Quinta-Feira;Dia Útil;27;27/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-04;2059;7;Julho;4;Sexta-Feira;Dia Útil;27;27/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-05;2059;7;Julho;5;Sábado;Final de Semana;27;27/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-06;2059;7;Julho;6;Domingo;Final de Semana;28;28/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-07;2059;7;Julho;7;Segunda-Feira;Dia Útil;28;28/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-08;2059;7;Julho;8;Terça-Feira;Dia Útil;28;28/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-09;2059;7;Julho;9;Quarta-Feira;Dia Útil;28;28/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-10;2059;7;Julho;10;Quinta-Feira;Dia Útil;28;28/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-11;2059;7;Julho;11;Sexta-Feira;Dia Útil;28;28/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-12;2059;7;Julho;12;Sábado;Final de Semana;28;28/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-13;2059;7;Julho;13;Domingo;Final de Semana;29;29/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-14;2059;7;Julho;14;Segunda-Feira;Dia Útil;29;29/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-15;2059;7;Julho;15;Terça-Feira;Dia Útil;29;29/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-16;2059;7;Julho;16;Quarta-Feira;Dia Útil;29;29/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-17;2059;7;Julho;17;Quinta-Feira;Dia Útil;29;29/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-18;2059;7;Julho;18;Sexta-Feira;Dia Útil;29;29/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-19;2059;7;Julho;19;Sábado;Final de Semana;29;29/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-20;2059;7;Julho;20;Domingo;Final de Semana;30;30/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-21;2059;7;Julho;21;Segunda-Feira;Dia Útil;30;30/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-22;2059;7;Julho;22;Terça-Feira;Dia Útil;30;30/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-23;2059;7;Julho;23;Quarta-Feira;Dia Útil;30;30/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-24;2059;7;Julho;24;Quinta-Feira;Dia Útil;30;30/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-25;2059;7;Julho;25;Sexta-Feira;Dia Útil;30;30/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-26;2059;7;Julho;26;Sábado;Final de Semana;30;30/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-27;2059;7;Julho;27;Domingo;Final de Semana;31;31/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-28;2059;7;Julho;28;Segunda-Feira;Dia Útil;31;31/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-29;2059;7;Julho;29;Terça-Feira;Dia Útil;31;31/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-30;2059;7;Julho;30;Quarta-Feira;Dia Útil;31;31/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-07-31;2059;7;Julho;31;Quinta-Feira;Dia Útil;31;31/59;3;Trim 3;2;Semestre 2;1959-07-01;jul/59;jul/59
1959-08-01;2059;8;Agosto;1;Sexta-Feira;Dia Útil;31;31/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-02;2059;8;Agosto;2;Sábado;Final de Semana;31;31/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-03;2059;8;Agosto;3;Domingo;Final de Semana;32;32/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-04;2059;8;Agosto;4;Segunda-Feira;Dia Útil;32;32/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-05;2059;8;Agosto;5;Terça-Feira;Dia Útil;32;32/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-06;2059;8;Agosto;6;Quarta-Feira;Dia Útil;32;32/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-07;2059;8;Agosto;7;Quinta-Feira;Dia Útil;32;32/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-08;2059;8;Agosto;8;Sexta-Feira;Dia Útil;32;32/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-09;2059;8;Agosto;9;Sábado;Final de Semana;32;32/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-10;2059;8;Agosto;10;Domingo;Final de Semana;33;33/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-11;2059;8;Agosto;11;Segunda-Feira;Dia Útil;33;33/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-12;2059;8;Agosto;12;Terça-Feira;Dia Útil;33;33/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-13;2059;8;Agosto;13;Quarta-Feira;Dia Útil;33;33/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-14;2059;8;Agosto;14;Quinta-Feira;Dia Útil;33;33/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-15;2059;8;Agosto;15;Sexta-Feira;Dia Útil;33;33/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-16;2059;8;Agosto;16;Sábado;Final de Semana;33;33/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-17;2059;8;Agosto;17;Domingo;Final de Semana;34;34/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-18;2059;8;Agosto;18;Segunda-Feira;Dia Útil;34;34/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-19;2059;8;Agosto;19;Terça-Feira;Dia Útil;34;34/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-20;2059;8;Agosto;20;Quarta-Feira;Dia Útil;34;34/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-21;2059;8;Agosto;21;Quinta-Feira;Dia Útil;34;34/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-22;2059;8;Agosto;22;Sexta-Feira;Dia Útil;34;34/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-23;2059;8;Agosto;23;Sábado;Final de Semana;34;34/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-24;2059;8;Agosto;24;Domingo;Final de Semana;35;35/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-25;2059;8;Agosto;25;Segunda-Feira;Dia Útil;35;35/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-26;2059;8;Agosto;26;Terça-Feira;Dia Útil;35;35/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-27;2059;8;Agosto;27;Quarta-Feira;Dia Útil;35;35/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-28;2059;8;Agosto;28;Quinta-Feira;Dia Útil;35;35/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-29;2059;8;Agosto;29;Sexta-Feira;Dia Útil;35;35/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-30;2059;8;Agosto;30;Sábado;Final de Semana;35;35/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-08-31;2059;8;Agosto;31;Domingo;Final de Semana;36;36/59;3;Trim 3;2;Semestre 2;1959-08-01;ago/59;ago/59
1959-09-01;2059;9;Setembro;1;Segunda-Feira;Dia Útil;36;36/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-02;2059;9;Setembro;2;Terça-Feira;Dia Útil;36;36/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-03;2059;9;Setembro;3;Quarta-Feira;Dia Útil;36;36/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-04;2059;9;Setembro;4;Quinta-Feira;Dia Útil;36;36/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-05;2059;9;Setembro;5;Sexta-Feira;Dia Útil;36;36/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-06;2059;9;Setembro;6;Sábado;Final de Semana;36;36/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-07;2059;9;Setembro;7;Domingo;Final de Semana;37;37/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-08;2059;9;Setembro;8;Segunda-Feira;Dia Útil;37;37/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-09;2059;9;Setembro;9;Terça-Feira;Dia Útil;37;37/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-10;2059;9;Setembro;10;Quarta-Feira;Dia Útil;37;37/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-11;2059;9;Setembro;11;Quinta-Feira;Dia Útil;37;37/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-12;2059;9;Setembro;12;Sexta-Feira;Dia Útil;37;37/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-13;2059;9;Setembro;13;Sábado;Final de Semana;37;37/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-14;2059;9;Setembro;14;Domingo;Final de Semana;38;38/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-15;2059;9;Setembro;15;Segunda-Feira;Dia Útil;38;38/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-16;2059;9;Setembro;16;Terça-Feira;Dia Útil;38;38/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-17;2059;9;Setembro;17;Quarta-Feira;Dia Útil;38;38/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-18;2059;9;Setembro;18;Quinta-Feira;Dia Útil;38;38/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-19;2059;9;Setembro;19;Sexta-Feira;Dia Útil;38;38/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-20;2059;9;Setembro;20;Sábado;Final de Semana;38;38/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-21;2059;9;Setembro;21;Domingo;Final de Semana;39;39/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-22;2059;9;Setembro;22;Segunda-Feira;Dia Útil;39;39/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-23;2059;9;Setembro;23;Terça-Feira;Dia Útil;39;39/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-24;2059;9;Setembro;24;Quarta-Feira;Dia Útil;39;39/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-25;2059;9;Setembro;25;Quinta-Feira;Dia Útil;39;39/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-26;2059;9;Setembro;26;Sexta-Feira;Dia Útil;39;39/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-27;2059;9;Setembro;27;Sábado;Final de Semana;39;39/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-28;2059;9;Setembro;28;Domingo;Final de Semana;40;40/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-29;2059;9;Setembro;29;Segunda-Feira;Dia Útil;40;40/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-09-30;2059;9;Setembro;30;Terça-Feira;Dia Útil;40;40/59;3;Trim 3;2;Semestre 2;1959-09-01;set/59;set/59
1959-10-01;2059;10;Outubro;1;Quarta-Feira;Dia Útil;40;40/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-02;2059;10;Outubro;2;Quinta-Feira;Dia Útil;40;40/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-03;2059;10;Outubro;3;Sexta-Feira;Dia Útil;40;40/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-04;2059;10;Outubro;4;Sábado;Final de Semana;40;40/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-05;2059;10;Outubro;5;Domingo;Final de Semana;41;41/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-06;2059;10;Outubro;6;Segunda-Feira;Dia Útil;41;41/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-07;2059;10;Outubro;7;Terça-Feira;Dia Útil;41;41/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-08;2059;10;Outubro;8;Quarta-Feira;Dia Útil;41;41/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-09;2059;10;Outubro;9;Quinta-Feira;Dia Útil;41;41/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-10;2059;10;Outubro;10;Sexta-Feira;Dia Útil;41;41/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-11;2059;10;Outubro;11;Sábado;Final de Semana;41;41/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-12;2059;10;Outubro;12;Domingo;Final de Semana;42;42/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-13;2059;10;Outubro;13;Segunda-Feira;Dia Útil;42;42/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-14;2059;10;Outubro;14;Terça-Feira;Dia Útil;42;42/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-15;2059;10;Outubro;15;Quarta-Feira;Dia Útil;42;42/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-16;2059;10;Outubro;16;Quinta-Feira;Dia Útil;42;42/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-17;2059;10;Outubro;17;Sexta-Feira;Dia Útil;42;42/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-18;2059;10;Outubro;18;Sábado;Final de Semana;42;42/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-19;2059;10;Outubro;19;Domingo;Final de Semana;43;43/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-20;2059;10;Outubro;20;Segunda-Feira;Dia Útil;43;43/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-21;2059;10;Outubro;21;Terça-Feira;Dia Útil;43;43/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-22;2059;10;Outubro;22;Quarta-Feira;Dia Útil;43;43/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-23;2059;10;Outubro;23;Quinta-Feira;Dia Útil;43;43/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-24;2059;10;Outubro;24;Sexta-Feira;Dia Útil;43;43/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-25;2059;10;Outubro;25;Sábado;Final de Semana;43;43/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-26;2059;10;Outubro;26;Domingo;Final de Semana;44;44/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-27;2059;10;Outubro;27;Segunda-Feira;Dia Útil;44;44/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-28;2059;10;Outubro;28;Terça-Feira;Dia Útil;44;44/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-29;2059;10;Outubro;29;Quarta-Feira;Dia Útil;44;44/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-30;2059;10;Outubro;30;Quinta-Feira;Dia Útil;44;44/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-10-31;2059;10;Outubro;31;Sexta-Feira;Dia Útil;44;44/59;4;Trim 4;2;Semestre 2;1959-10-01;out/59;out/59
1959-11-01;2059;11;Novembro;1;Sábado;Final de Semana;44;44/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-02;2059;11;Novembro;2;Domingo;Final de Semana;45;45/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-03;2059;11;Novembro;3;Segunda-Feira;Dia Útil;45;45/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-04;2059;11;Novembro;4;Terça-Feira;Dia Útil;45;45/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-05;2059;11;Novembro;5;Quarta-Feira;Dia Útil;45;45/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-06;2059;11;Novembro;6;Quinta-Feira;Dia Útil;45;45/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-07;2059;11;Novembro;7;Sexta-Feira;Dia Útil;45;45/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-08;2059;11;Novembro;8;Sábado;Final de Semana;45;45/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-09;2059;11;Novembro;9;Domingo;Final de Semana;46;46/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-10;2059;11;Novembro;10;Segunda-Feira;Dia Útil;46;46/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-11;2059;11;Novembro;11;Terça-Feira;Dia Útil;46;46/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-12;2059;11;Novembro;12;Quarta-Feira;Dia Útil;46;46/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-13;2059;11;Novembro;13;Quinta-Feira;Dia Útil;46;46/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-14;2059;11;Novembro;14;Sexta-Feira;Dia Útil;46;46/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-15;2059;11;Novembro;15;Sábado;Final de Semana;46;46/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-16;2059;11;Novembro;16;Domingo;Final de Semana;47;47/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-17;2059;11;Novembro;17;Segunda-Feira;Dia Útil;47;47/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-18;2059;11;Novembro;18;Terça-Feira;Dia Útil;47;47/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-19;2059;11;Novembro;19;Quarta-Feira;Dia Útil;47;47/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-20;2059;11;Novembro;20;Quinta-Feira;Dia Útil;47;47/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
1959-11-21;2059;11;Novembro;21;Sexta-Feira;Dia Útil;47;47/59;4;Trim 4;2;Semestre 2;1959-11-01;nov/59;nov/59
